label	text_a
1	家福便利購已經直指全聯了希望兩家都成為主流就方便多了
0	我沒什麼信仰好像沒在信仰上花錢過
1	@penguin_lai:[機器狼嘿嘿]（擺pose）
1	推推推
1	MSI1063昨天更新到這版.暫時沒問題...
0	《》
1	RAM控可以參考這個
1	像是刺激1995,我大概看了6次,真的是很好看的電影
1	如果必須穿的話會帶畢竟穿自己的比較舒適也比較衛生
0	輻射真的是很恐怖...導致畸型的人類嬰孩
0	這樣子會不會對狗的毛毛有敏感呢。
0	選舉時沒有真相說什麼都可以
1	沒喝過看起來很漂亮但不知道可食用
1	加油希望這次真的會成功阿不要一直跳票一直被打臉阿
0	那為甚麼台星會出，也是可以賺一筆運費跟設定費阿
1	直接加顆茶葉蛋，超好吃
1	當然會阿基本上就是穿拖鞋上班了這樣比較舒服
0	很多啊周星馳的電影至少看10次以上
0	這樣應該要看單位與部門和工作環境吧羨慕你不用腳臭
0	會啊，其實挺方便的，但是如果走路拖地就很討厭了
1	多開多熟練，馬路上是最好的練習場所(笑~
0	從以前就不太能接受食物飲料出現藍色或紫色現在更不能了
0	只有幾部電影會多刷，一般來說很難達成還是看片啦
1	去戲院看就不會了,DVD就試過同一電影多看幾次
1	當然是一次吞啦,除非量太多,一般10粒以下都是一次吞
1	我覺得很好啊做那麼多事然到連一點鼓勵都不可以嗎
0	其實真的就多開就會熟悉了
0	比特犬簡直是殺人武器，難怪許多國家立法禁養
0	再怎麼黑韓你們還是要低頭台灣總統韓當定了
0	何苦逼一個合法廠商呢？吃像有必要這麼難看嗎？？
0	上班不能穿拖鞋QQ只有下雨會帶拖鞋
0	直接起來打死還敢飛下來阿蚊子
0	直接起來打死還敢飛下來阿蚊子
1	常開常練~~就會拖離三寶~~~
1	我覺得來台北練，然後常開就很ok了
1	當然會呀！不然皮鞋脫掉要穿什麼？
0	一顆一顆吞，從小到大不太會吞藥有時一顆還會失敗
1	有買就會喝，而且泡起來很漂亮
0	若無法管好就不應該隨便養.
1	超有效率，大推薦！
1	超有效率，大推薦！
1	超有效率，大推薦！
1	超有效率，大推薦！
0	我是不會，哭又沒什麼用，揍下去比較快(觀念偏差
0	出錯難免的沒有絕對的總比猛人做錯事還在硬ㄠ的魏OO好多了
0	恩，可以......建議樓主換台瑪莎拉蒂至少沒人敢亂叭你
0	看量多少吧太多還是會分次吞啊
1	速度很快回購必找
1	速度很快回購必找
1	速度很快回購必找
1	速度很快回購必找
0	骯髒汙穢，蛇鼠一窩
0	誰在我隔壁亂叫/
1	晚安安
1	這家海南雞飯真的推薦！
1	安安
1	我在民富門市和城北門市換過，去換的時候都還有好
0	我被我媽罵了QAQ
1	晚安
0	啊啊啊啊啊
1	B5太棒了，謝謝你????
0	XDDDDD臭嘴互槓，那個文青風的先慫了
0	他要說自己被網路80了嗎？
1	哈哈與其刪留言還不如好好想想上法院怎麼說吧
0	同事會先問我在幹嘛？0.0
1	晚安
0	我嗚嗚嗚嗚
0	外遇離婚的兩性專家
0	我館黑啦，看到就噓
0	比起毫無懸念的總冠軍，這幾年交易熱鬧多了。
0	上次已買1408...
1	和平分手的話是還好我遇到的是前任劈腿
0	嗚嗚嗚嗚嗚嗚嗚嗚
1	安安安安安安安
1	B12每換一個構圖一個場景就剪一次？真勤勞欸
0	我已經取消追蹤了
0	啊...啊...
1	顏色好美！！
0	程序出問題了
0	我的臭肥宅越來越肥
0	打鼻梁==怕
0	我不指望同性戀會回報選票
1	太棒了，把一些壞蛋清出去
1	b2台灣一定會出
0	罰錢沒用，先抓到關三年
0	可以告他詐欺了！
0	跟我一樣但我對服務業這行業的熱情快被撲滅了想換辦公室好了
0	所以我最喜歡看鹿鼎記goodending就不用煩
1	有行事曆了喔可以去查
1	有信用卡但湊免運湊的很辛苦????
0	莫名想到蒼蠅王。
0	退出台灣很久ㄌ…應該一兩年了…
1	我買輕量型的車底版
1	還是偶爾會長呀
0	一堆吧????是很早發育的巨乳小隻馬嗎????
0	沒人說realmex台灣會引進啊
1	來來來來愛來
1	5/22正式上線活動商品為到期前七個小時打七折
0	自己沒種面對永遠怪別人不怪自己的軟弱
1	有啊開放以下⬇️⬇️⬇️⬇️⬇️
1	怎麼可能沒有哈哈146很棒欸
1	我可以
1	黃賢德推
1	我室友都會摸我肉棒
0	找人解決（誤
0	B3要吃宵夜嗎????
1	哈哈哈哈哈哈哈那你可以開始探索自己了
1	喜歡就繼續啊
1	頭香我們近嗎？讓我幫妳
0	面試已經很累了還要被這樣煩⋯原po拍拍
0	B2發現案情並不單純
1	那你的錢也我幫你花吧，不用客氣，我好心幫你花
0	很多ubereats就有了外送到家????????????
0	可憐
0	OK了Win跟Linux都可以讀取了
0	公投不容剝奪矮化
1	B2謝謝文山城武愛妳三千次
1	我看我瘦子、有在健身的同學也有
1	B7c排也是呀，連兵線都不推的那種：）
1	去健身，穿白t+牛仔褲比穿那些潮牌好看多了
1	B1太快了吧但真的很棒吧(*´∇｀*)
1	好
1	Wow>///<
1	我可以當狗舔鮑妳
0	應該沒人不願意????
1	熊麻吉
1	我願意
0	B3要考不過才難吧？
0	真的很想看這部片子這背後式看了好受不了
0	台達電也是大家都聽過的公司阿
0	允妳媽個許他要吃屎妳也管不著
0	b3在這禮拜二跟禮拜三的啟我大樓，已經結束了哦????
0	B3真的很煩...尤其是自己真的有很多事都弄不完了
1	手機支付讚啦
0	B7人家就新手也不友善一點...
0	想問原po讀哪～
1	B10哈哈哈哈要卸貨了啦????????
1	B1大一而已喔
0	我大逢甲死累許修豪找他穩的
1	B23陪你摸摸
0	後面再有人來亂貼我就直接刪了喔～[emo42]
0	我都不讀不回啊，久而久之對方就知難而退了
0	同城约炮神器1a10a点com下载
1	B3可以跟更貴的疊擦例如YSL
1	如果只買油也是會有效果嗎？
1	全力支持韓國瑜
0	B7你改的很好奈何那塊肉賣相...(●°u°●)​
1	酷喔~(p-cool)
0	打一點在牛奶裡面再冰進去，隔天發現少了一點，我就安心了
0	B23想看濕濕的鮑魚????????
0	我看過有人曠課快150節的...
0	B3????????????
1	B8好想聽你分享！！哈哈哈
1	B2哈哈w聊了嘛????
0	啊...啊...
0	〒_〒(噴哭
0	B17什麼灣?歪潑地烹湖嗚灣案案
0	怎麼穿都是肥宅w
1	B20想看更多妳的胸部????
1	b27要主動調戲啊男生被動就要換妳們主動了
0	混合偏油肌沒有很喜歡這瓶，太油了
1	b15有點期待你們的音檔或影檔
1	挖烏這個胸部好大喔這從後面來ww感覺會很爽owo
1	先留言在看看嘿嘿
1	我是護理師❤️
1	B1妳好啊護士的好反差很大
0	護士????
0	我的牙齒越來越歪，所以被媽媽抓去矯正了
1	我都內車嘻嘻
0	B3沒注意到，已更改????
1	未來有沒有他不重要這兩句真的貼切
0	@RNarumi:這個招牌錯字只會讓人不爽，完全不想消費
0	Hmm....(p-stare)
0	在台灣沒有抽檢舉我有效力嗎？
0	我遇過動機汁男我覺得不行
0	先不說錯不錯了為什麼要把標題當內文用…………
1	提醒你不要太高調小心回來有心人檢舉你喔～
1	無碼的要嗎哈哈哈
0	當斷不斷必受其亂野必受其亂野
0	目前老婆沒一個過決賽...(遠目
0	b21好吧想摸摸??
1	B20沒有哈哈哈哈哈
1	b19有限時圖嘛？
0	三小==？
1	B17哈哈不拍就不會有事啦
1	媚點我覺得很棒
0	B16超怕很膽小的
0	開徵之後錢會在哪
0	政府一定要有動作嚇阻
0	講的很好????我也是最近才想通雖然花了一段時間
0	這種設計在狹小空間很不方便吧
0	國國的單
1	根據希臘神話ㄋ懂ㄉ
0	當熊可以呀可是可以不要只抱跟看嗎
1	爬文謝謝～
0	好難過那麼小的孩子
0	B22想睡覺
0	本來就敗了還在硬拗⋯⋯
0	可惜了，競爭力還是差了點，可以參考聯想的進步決心。
0	已經違憲的東西還可以拿出來公投本身就很智障
1	初戀ㅠ
0	這是三小=“=行動代號孫中山？行動代號孫中山？
1	唯一女角擔當捏當然要好看一點
0	新四大嘉台清交其他通通下去
1	WayNeWen我要買
1	堯跟班在教堂那幕真的感動
0	請問有不吸菸的男生嗎^_^？
0	永遠不會忘記在這個時候是民進黨為同志盡心力。
1	2020一定支持民主進步黨，它沒有違背政黨名字彰顯的價值！
0	光他代言都超過他月薪不知道幾倍了
1	🌈支持🌈
0	B3xvideo蠻多的????????????
1	哈哈哈我看不出來
1	轉戰推特了！
1	B1不知道耶B2內容應該很清楚吧哈哈
0	怎麼認識
0	Hmm....(p-stare)
1	民進黨已經提出微調版囉改文字但內容不變支持微調版!!!
1	這姐姐太猛了！還好阿姨很理性
1	B20a片看那種小隻的火車便當超讚欸男生可以抱起來晃
1	防降噗～(p-crying)
1	B21學長我已畢業！！！
1	女友153我174只能說做起來真的很爽
1	B17學長還有機會嗎？哈哈
1	B12妳負責錄影看我們搖
0	你們藍頭自己搖????
0	B10嘔嘔嘔
0	別說了，自己雛菊掰開坐上來搖
0	CPU波動蠻大記憶體倒是紋風不動
0	黃建閔........
0	嗯....十幾年前就跟醫生討論過了
0	美國低智商就40%川粉，台灣是40%腦殘發大財藍蛆
1	支持！黃捷加油～
1	陳曉萱可惜了哈哈哈
1	霹靂5號好看啊！還有第二集
1	2020如果真出5門款，那才是最好的購買時機。
0	街上一堆雙B跑來跑去，你騙我經濟不好？
0	民進黨干預司法真的太誇張了！真的需要下台！
0	既然都知道根本無用就不要誰又再那邊鼓吹要實名了
0	我都憑直覺????????????
0	那就是裸雙阿幹
0	陳其邁也很幹
0	原來是這樣…我還以為只有我咧…
1	人權律師請到中國發聲
1	RubyFan我很喜歡她耶
0	季後賽打
0	字母是誰？躲東區的咖。有鄉民懂籃球？喇叭去西區沒
1	保底東冠一走大家都快活起來了
0	媽媽已經有人開先河了吧黑山羊媽媽什麼的
0	附上的應該是拿手把自虐的遊戲
0	塗子萱
0	字母哥:（頭髮往後疏）東區現在由我統治
1	感謝各位熱心人士的回覆,我再跟台哥大談好了.
0	黃鄒翔我害怕結局..
0	有點可惜想看今年的母哥打姆斯
1	露屌可以當沒看到我也不知道該怎麼面對你
1	給你好處這種行為跟乞丐有什麼兩樣
0	本來就是大家不喜歡你不喜歡還要理由喔硬逼著要大家
0	草包中國科科
0	酸酸不同意
0	原來是自己被歧視就覺得歧視別人很正常啊
0	藍甲不會+100000000000000
1	佩服
0	柯糞:美國挑釁
0	把東區打死,結果在西區被打死
1	你這樣可以理解了484
0	對啊所以肥宅都被歧視
0	每次選舉雲林都有豬肉牛肉跟水利梗，事後也會說是誤會。
1	推
1	推
1	你的小芳不是你的小芳
1	我米其林寶寶推薦給樓下參考
1	推
1	好
1	推
0	看到無腦恐同的崩潰就是爽!!!!
0	這水準真的差
1	不用安慰啊我猩猩我驕傲：）
0	15-25號室外不要曬被子，是因為下大雨....
1	推
1	推
0	耶穌死爽沒！？
1	要過呀～
1	推
1	推
0	我最怕的就是虐完結局還不是認定的CP直接棄追
1	主播氣宇非凡喔謝謝妳
1	好
1	辛苦了真的
1	推
0	中共術語...
1	樓上的宅宅大頭貼一定也有人不喜歡
0	有什麼關聯就大家不支持啊
1	應該要強制規定，同婚的不能捐血
0	這什麼垃圾言論果然跟你政治立場一樣
0	就暈船惹
1	推
1	推
1	推
0	2樓的文會不會被水桶啊
1	推
0	不要吧怕你信心崩潰阿LBJ都快把東區打死了
0	得寸進尺啊每次同婚遊行都有奇裝異服大家不喜歡
1	推推
1	每個人都有追求屬於自己幸福的權力支持世凱
0	沒能力沒懶黨死好幹
0	不爽老闆就fire老闆自己當很難嗎？就想當寄生蟲又
0	沒關係女神最不缺的就是擁護者
0	亡國感好重，來打場亡國紀元壓壓驚吧
0	他還小直接打死算了
0	不虐是要看三小
0	離職找高薪啊但沒種
0	所以我不是女神被討厭了嗚嗚
0	被世(ㄗㄨㄛˋ)界(ㄓㄜˇ)的惡意虐一花別哭
0	自己當老闆
1	24k找不到人可以試試看36k啊^_^
0	是不是誤會什麼？我怎麼可能討厭小愛女神
0	猩猩你竟然討厭我我走
0	ㄆ初選過了?
0	但是同樣地區的傳產還在抱怨24k找不到人
0	你怎麼推導出勞工不想要立法提高底薪?
0	異性鬼父崩潰了
1	有起伏才能撐的久
0	竹科許多廠商為了搶人三五年就結構性調薪不是新聞
1	只是看勞工願不願意都加入
1	等等柯再一句話..芒果又要洗起來了..不用急
1	產業完整的話老闆確實會主動調薪
1	XDDD
1	因為美學要摳摳，貝聿銘R.I.P.
1	強制公布各公司行號的職薪
0	大家只是想一起聊聊天而已，換個話題聊
0	不加薪就離職啊
1	加油把中文學好好嗎
0	每次看到這種吸仇恨的言論大家最好小心是不是在釣魚
0	也是很神奇啦，他們可能要去看醫生，竟然有你這種朋友。
0	去看醫生啦，別來這為你身邊的人丟臉，啊不過你會有朋友
0	150是要租給誰
1	妳有事？
0	第三者插入...我自己走
0	我討厭米其林我比較愛冰淇淋
0	純推不領
1	推
1	推
1	推
1	推
1	推
1	了解那這時間點買應該可以了
0	竹南暴雨狂打雷啊
1	我通常會騎車去繞一繞!
1	有錢就是要比品味不然直接比錢嗎
1	都聚!!!碰到豔遇還可以拿來擋一次，以免無套得愛滋
0	很難了，各有各的生活了
1	好奇這些筆電可不可以自行加裝記憶體?
0	農委會主委應該逃不了關係吧,要下台負責,
1	製作團隊大喊,我們要發大財,
0	不管質詢內容有沒有水準,至少是出了名,
0	不會，以前就沒什麼興趣了
0	小孩子要教不然長大了教不動帶小孩也要分場所的
1	熱情是一時的實力才是真的
0	感覺現在看新聞好像在看戲劇
1	會啊!偶爾去自助洗衣店時順便會去附近的娃娃機玩玩
0	已經在選樹葬、花葬或海葬了?
0	夾娃娃太浪費錢了吧⋯⋯現在都沒再夾了窮
1	會呀，約到就會去，因為太開心
0	那就是裸雙啊幹
1	就是當初有個人被抓到之後隨便掰的理由，後來也有人沿用而已
0	換電腦他們才有錢賺要不然一直不換他們賺什麼
1	在很多人還沒開始結婚之前還會偶爾聚聚
0	這檔投信概念股每次頭心都會連買一波
0	我也不懂抽菸哪裡好,而且菸的價錢很貴又容易有口臭
1	會阿,就連零錢我也會先把舊的給別人
0	淘汰是正常的差別只是時間上的問題
1	屁精萬歲
1	推小英
1	謝謝蔡英文，即使面對保守老人，還是推動同婚跟年改
1	推
0	噁
1	支持小英
1	加油
1	過了是很好，還是應該尊重公投一下
1	1萬個留言挺大概50萬個人美送
0	噓文噓到精神錯亂了啦
1	物，但要懂得尊重別人人權
1	不會，這才是文明的表現，不用強迫喜歡自己不喜歡的事
1	REX輩份最小能怎樣==
0	工三小?
0	同溫層不到黃河心不死操
0	勇於承擔台灣的歷史永遠不會忘記今天
0	加油吧...真的是豪賭
1	推
0	噓文今天要崩潰很多次了
1	推
0	這跟847也差太多要黑也不是這樣黑
1	不會我覺得你很有民主素養
0	長毛播的比較差吧你是不是搞錯了?
0	越南就超級南部阿都叫越南了你以為是北部喔
0	建議有疑慮的反同人士快把兒童領養光光
0	問題絕對多到炸
0	死不了
0	別人的孩子死不完
1	你爸媽有你才......小
1	目投的嗎？
0	獨綠真的不簡單原來跟我觀念差那麼多
0	惡公婆會叫你一直生，生出男的為止
0	所以公投到底是投怎樣看不懂欸
1	水
0	幫高調噓文的崩潰好可憐
1	開心
0	推啦氣死親中噓文仔
0	柯p御用媒體放話了
1	滾去中國好嗎?你們的理想天堂
1	啊結果你們贊成同婚的要不要開除黨籍?
1	難得贊同中屎
0	黨報先噓
0	素質
0	高雄人都可以選出韓國瑜了沒素質正常北部人就是有
0	國民黨把東部的五份軌改成1067
1	1067變1455旁邊的保護空間要多多少
0	七百多萬票你知道有多少是看著手機群組傳的訊息盲
0	反同也不會懶叫套襪子
0	倫常道德就像空氣一樣
0	沒序號領了，爛公司
0	活動名稱叫狼粉相挺，狼都倒了還給什麼序號？
1	支持專法的就妳最做作
1	最強辣台妹
0	操你媽的擋實價登錄2.0不敢打房搞這有的沒的
1	推
0	五毛哭了
1	推
1	開心，笑死，沒事去管別人干涉別人做啥
1	推
1	很爽啊
1	推個
1	好
1	推
1	還好吧我覺得今天REX不差啊
0	為引戰而黑噁
1	不差啊
0	我是覺得三個人有點多有時聽起來很雜亂
0	你想一下高雄人現在的市長是誰，再想想是誰投的票
1	台灣人日常
0	越南未開化阿宮三小
0	DPP不知道在蠢啥，操
0	公投票數，一定算錯了
1	靈長有表示要跟你共度一生嗎
1	推
1	推
1	效應我愛你
1	小英為了台灣人民做很多啊
1	支持阿
0	再啦幹
1	支持英文哦
0	五毛噓就推
0	黨工吃屎
1	推仙女
1	好唷
0	公關公司禮拜五晚上還加班金摳連
1	推啊
1	有看到這新聞
1	推
1	推
1	推
1	推
1	爽
1	推
1	推
1	笑死那8個你先開除吧
0	高鐵是標準軌啊之前普悠瑪事件台鐵也跳出來說考慮換軌
1	英粉啊紅到變紅衛兵
0	1124是被很多議題綁架來的，你把它專程拿出來單獨
0	且網路族群也沒穩挺同一半或64開
1	撿鑽石真好賺
0	惡公婆哪會少子化
0	提釋憲的人被罵幹xx.被罵跟風
1	某A沒人理真好笑
0	啊...啊...
0	他就有錢管他想怎麼花幹嘛==
0	靠北wwww你們到底wwwww
1	想買！！！！
1	[emo28]大家晚安！
1	真的還有人想買嗎？一隻17xx羊
0	可惡，好想要www
0	這是錢包嗎wwww好想要ww
1	拍賣找看看~買故障的回來~試試A、B合體
0	....沒有半身嗎裝個尾巴穿衣服真的有點弱靠臉撐場面
0	中天在台灣是比較紅的之前猛捧韓大家都明白了吧
0	這些都是為了要炒新聞的吧這也太明顯了
0	這世界真的是太複雜了，哀哀唉
0	希望義美的這些案件只是單純的品質檢驗問題而非食安問題
1	黃小姐要得!說得好!也是我們想問韓市長的話。
0	現在的光追不太行,至少等下或下下代吧
1	不會1234567890
0	還是支持義美啦就是不想吃化工食品
1	機器人可以研究一下，謝謝
1	只要是真的的交往，部論年紀，都很祝福
1	大推!!非常棒的代買，大感謝~~~
1	大推!!非常棒的代買，大感謝~~~
1	看完這篇我默默地按下左鍵離開八卦版掰了各位
0	其邁又其邁了
1	不要君品矯正就矯正一直推薦植牙==
0	原po很悲憤欸，回一句幫忙不是義務就噴成這樣
0	示範一下就開始自由活動，瘋狂挑戰學生找學生對戰
0	校內喇舌超爽
0	B8現在不就是綠執政有戰爭了嗎==
0	B5哈哈看你早上還沒拿走
1	現如今，小女vs小女子，已經變成最低標了XDD
0	SOD我看也是湊不到人選啦
1	fj拼了快參選生死存亡在此一戰～
1	邊緣公司，很多公司根本沒聽過，AITC艾格也是
1	邊緣公司，很多公司根本沒聽過，AITC艾格也是
0	怎麼沒有忍者5的開箱測試，大家都推無限5...
1	謝謝，看來海關果然很忙。
1	TEAM直達甜蜜點在賣,也太有誠意了~
0	快忍不住要下手了.
1	推！
1	推！
1	推！
1	推！
0	不管怎麼說都是差別在風扇
1	黑對，大家一起去租一台，賺大錢
0	撐傘就好了吧穿雨衣或雨鞋很不方便
1	就看需求阿~走路撐傘騎車穿雨衣方便就好
1	下雨天我會撐傘穿具有防水的運動鞋
1	聯名款除非很喜歡不然還是看商品的品質
1	除了幸運,還要有知識,不然還當它是石頭.
1	如果人類也能活五百歲地球肯定爆炸
0	我都一起一顆一顆吞下去你怎麼看
1	游泳也不錯，游泳裡的蒸汽室，靜一靜
0	名嘴這麼多只要夠會畫虎爛都能當名嘴
0	我覺得可以改成韓市長版本的阿說不定台灣人素質會提升喔
0	真的是破壞市容的東西看到連東區都開了真的是無言了＠＠
1	看看夜遊版吧有很多放空＋放鬆的好去處喔哈哈哈
0	應該不會娶了一隻河東獅回家吧
1	我只要看到水族箱裡的魚兒在草缸悠遊,我就可以暫時放空
0	雨衣雨鞋只有騎車才會穿平時都是鞋子噴防水噴霧配雨傘
1	我見過牙刷爬滿螞蟻的
1	嗯.出門滑了一跤.小腿上有青苔是很合理的
0	代表當地經濟不太好啦
0	一口吃下去先苦後甘啦
0	不怕拉肚子嗎....隔天的我都不會喝
0	建議找三五好友打打球流流汗很適合卸除壓力
1	應該是摩斯漢堡原因就~覺得比較好吃
0	B6瞭解～～
1	推藏頭
0	我們的學生會會長❤
1	親切又有效率的代買哦：）
1	親切又有效率的代買哦：）
1	推！超有效率
1	推！超有效率
1	推！超有效率
1	推！超有效率
1	推嘉炫效率很高
1	水啦
0	維大力?
1	因為粉筆這種東西真的很沒什麼ㄟ一下雨就被沖掉ㄌ
1	我們的財力比較不雄厚，如果要的話64GB+Wifi加減用就好
1	Apple官網已經開賣囉！
0	7奈米的時候叫我14奈米繼續蹲
0	現在只要懶得動就叫ubereats方便
0	傳家之寶！但紋路有點噁心＠＠
1	謝謝您熱心分享訊息股票願意說明自己建議不多了
1	便當最方便了甚麼菜甚麼肉都有不用再煩惱要點甚麼小菜XD
1	不囉嗦一樣是勇士拉我本人我是支持賽爾提克的XDDD
0	看公司附近熱不熱鬧不然每天都還是訂便當居多
1	真是難得,撿一萬顆石頭,未必能有一顆,會變寳石.
0	還好吧~總統出現在國軍影片...常常都會有。
0	以前是，但現在沒有了，做自己
0	騎機車到公司大概10~15分鐘左右!!
1	哈!傳統市場的獨有特色
1	看完長知識了謝謝分享阿
0	含鍋拉鋸戰真的要誰出來當領頭有得拼了
0	看一些留言居然這樣也能護航........腦子呢
1	郭台銘目前看起來比較可以讓大家發大財而不是口號
0	段宜糠，你曲棍球到底要不要吞?
0	連公民與道德都做不好還需要唸其他的嗎？
1	所以建議結婚前先同居，這樣還有後悔的機會
1	還好後時候沒被父母丟掉XD
0	虎爛！要清潔環境要什麼裸體家政婦花錢請來不是要看就是要玩
1	應該是勇士對上公鹿，精彩啊!
1	我平時午餐當然是吃便當啊，而且通常都是鷄排飯啦
1	騎車來回約40分鐘覺得還在接受範圍內
0	台灣的已經很久沒在看了一直都是看國外片
0	目前是10分鐘左右，以後不敢說。
0	被1~4F搞得
0	五樓肛門黑色素沈澱
1	5樓的屌又黑又短
0	五樓都用黑色的香蕉塞肛門
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹幹幹幹自刪啦
0	幹
0	幹
0	幹
0	幹
0	幹
0	幹
0	幹
0	幹
1	四樓超愛五樓臭腳
1	四樓超愛五樓臭腳
1	四樓超愛五樓臭腳
1	四樓超愛五樓臭腳
1	四樓超愛五樓臭腳
1	四樓超愛五樓臭腳
0	以下推文沒有出現卡通人物我就幹死五樓
0	以下推文沒有出現卡通人物我就幹死五樓
0	以下推文沒有出現卡通人物我就幹死五樓
0	以下推文沒有出現卡通人物我就幹死五樓
0	以下推文沒有出現卡通人物我就幹死五樓
